market,date,rainfall_mm
nakasero,2020-02-07,4.8
nakasero,2020-02-08,7.2
nakasero,2020-02-09,9.6
nakasero,2020-02-10,12.0
nakasero,2020-02-11,14.4
nakasero,2020-02-12,16.8
nakasero,2020-02-13,19.2
nakasero,2020-02-14,21.6
nakasero,2020-02-15,24.0
nakasero,2020-02-16,26.4
nakasero,2020-02-17,28.8
nakasero,2020-02-18,2.4
nakasero,2020-02-19,4.8
nakasero,2020-02-20,7.2
nakasero,2020-02-21,9.6
nakasero,2020-02-22,12.0
nakasero,2020-02-23,14.4
nakasero,2020-02-24,16.8
nakasero,2020-02-25,19.2
nakasero,2020-02-26,21.6
nakasero,2020-02-27,24.0
nakasero,2020-02-28,26.4
nakasero,2020-02-29,28.8
nakasero,2020-03-01,2.4
nakasero,2020-03-02,4.8
nakasero,2020-03-03,7.2
nakasero,2020-03-04,9.6
nakasero,2020-03-05,12.0
nakasero,2020-03-06,14.4
nakasero,2020-03-07,16.8
nakasero,2020-03-08,19.2
nakasero,2020-03-09,21.6
nakasero,2020-03-10,24.0
nakasero,2020-03-11,26.4
nakasero,2020-03-12,28.8
nakasero,2020-03-13,2.4
nakasero,2020-03-14,4.8
nakasero,2020-03-15,7.2
nakasero,2020-03-16,9.6
nakasero,2020-03-17,12.0
nakasero,2020-03-18,14.4
nakasero,2020-03-19,16.8
nakasero,2020-03-20,19.2
nakasero,2020-03-21,21.6
nakasero,2020-03-22,24.0
nakasero,2020-03-23,26.4
nakasero,2020-03-24,28.8
nakasero,2020-03-25,2.4
nakasero,2020-03-26,4.8
nakasero,2020-03-27,7.2
nakasero,2020-03-28,9.6
nakasero,2020-03-29,12.0
nakasero,2020-03-30,14.4
nakasero,2020-03-31,16.8
nakasero,2020-04-01,19.2
nakasero,2020-04-02,21.6
nakasero,2020-04-03,24.0
nakasero,2020-04-04,26.4
nakasero,2020-04-05,28.8
nakasero,2020-04-06,2.4
nakasero,2020-04-07,4.8
nakasero,2020-04-08,7.2
nakasero,2020-04-09,9.6
nakasero,2020-04-10,12.0
nakasero,2020-04-11,14.4
nakasero,2020-04-12,16.8
nakasero,2020-04-13,19.2
nakasero,2020-04-14,21.6
nakasero,2020-04-15,24.0
nakasero,2020-04-16,26.4
nakasero,2020-04-17,28.8
nakasero,2020-04-18,2.4
nakasero,2020-04-19,4.8
nakasero,2020-04-20,7.2
nakasero,2020-04-21,9.6
nakasero,2020-04-22,12.0
nakasero,2020-04-23,14.4
nakasero,2020-04-24,16.8
nakasero,2020-04-25,19.2
nakasero,2020-04-26,21.6
nakasero,2020-04-27,24.0
nakasero,2020-04-28,26.4
nakasero,2020-04-29,28.8
nakasero,2020-04-30,2.4
nakasero,2020-05-01,4.8
nakasero,2020-05-02,7.2
nakasero,2020-05-03,9.6
nakasero,2020-05-04,12.0
nakasero,2020-05-05,14.4
nakasero,2020-05-06,16.8
nakasero,2020-05-07,19.2
nakasero,2020-05-08,21.6
nakasero,2020-05-09,24.0
nakasero,2020-05-10,26.4
nakasero,2020-05-11,28.8
nakasero,2020-05-12,2.4
nakasero,2020-05-13,4.8
nakasero,2020-05-14,7.2
nakasero,2020-05-15,9.6
nakasero,2020-05-16,12.0
nakasero,2020-05-17,14.4
nakasero,2020-05-18,16.8
nakasero,2020-05-19,19.2
nakasero,2020-05-20,21.6
nakasero,2020-05-21,24.0
nakasero,2020-05-22,26.4
nakasero,2020-05-23,28.8
nakasero,2020-05-24,2.4
nakasero,2020-05-25,4.8
nakasero,2020-05-26,7.2
nakasero,2020-05-27,9.6
nakasero,2020-05-28,12.0
nakasero,2020-05-29,14.4
nakasero,2020-05-30,16.8
nakasero,2020-05-31,19.2
nakasero,2020-06-01,21.6
nakasero,2020-06-02,24.0
nakasero,2020-06-03,26.4
nakasero,2020-06-04,28.8
nakasero,2020-06-05,2.4
nakasero,2020-06-06,4.8
nakasero,2020-06-07,7.2
nakasero,2020-06-08,9.6
nakasero,2020-06-09,12.0
nakasero,2020-06-10,14.4
nakasero,2020-06-11,16.8
nakasero,2020-06-12,19.2
nakasero,2020-06-13,21.6
nakasero,2020-06-14,24.0
nakasero,2020-06-15,26.4
nakasero,2020-06-16,28.8
nakasero,2020-06-17,2.4
nakasero,2020-06-18,4.8
nakasero,2020-06-19,7.2
nakasero,2020-06-20,9.6
nakasero,2020-06-21,12.0
nakasero,2020-06-22,14.4
nakasero,2020-06-23,16.8
nakasero,2020-06-24,19.2
nakasero,2020-06-25,21.6
nakasero,2020-06-26,24.0
nakasero,2020-06-27,26.4
nakasero,2020-06-28,28.8
nakasero,2020-06-29,2.4
nakasero,2020-06-30,4.8
nakasero,2020-07-01,7.2
nakasero,2020-07-02,9.6
nakasero,2020-07-03,12.0
nakasero,2020-07-04,14.4
nakasero,2020-07-05,16.8
nakasero,2020-07-06,19.2
nakasero,2020-07-07,21.6
nakasero,2020-07-08,24.0
nakasero,2020-07-09,26.4
nakasero,2020-07-10,28.8
nakasero,2020-07-11,2.4
nakasero,2020-07-12,4.8
nakasero,2020-07-13,7.2
nakasero,2020-07-14,9.6
nakasero,2020-07-15,12.0
nakasero,2020-07-16,14.4
nakasero,2020-07-17,16.8
nakasero,2020-07-18,19.2
nakasero,2020-07-19,21.6
nakasero,2020-07-20,24.0
nakasero,2020-07-21,26.4
nakasero,2020-07-22,28.8
nakasero,2020-07-23,2.4
nakasero,2020-07-24,4.8
nakasero,2020-07-25,7.2
nakasero,2020-07-26,9.6
nakasero,2020-07-27,12.0
nakasero,2020-07-28,14.4
nakasero,2020-07-29,16.8
nakasero,2020-07-30,19.2
nakasero,2020-07-31,21.6
nakasero,2020-08-01,24.0
nakasero,2020-08-02,26.4
nakasero,2020-08-03,28.8
nakasero,2020-08-04,2.4
nakasero,2020-08-05,4.8
nakasero,2020-08-06,7.2
nakasero,2020-08-07,9.6
nakasero,2020-08-08,12.0
nakasero,2020-08-09,14.4
nakasero,2020-08-10,16.8
nakasero,2020-08-11,19.2
nakasero,2020-08-12,21.6
nakasero,2020-08-13,24.0
nakasero,2020-08-14,26.4
nakasero,2020-08-15,28.8
nakasero,2020-08-16,2.4
nakasero,2020-08-17,4.8
nakasero,2020-08-18,7.2
nakasero,2020-08-19,9.6
nakasero,2020-08-20,12.0
nakasero,2020-08-21,14.4
nakasero,2020-08-22,16.8
nakasero,2020-08-23,19.2
nakasero,2020-08-24,21.6
nakasero,2020-08-25,24.0
nakasero,2020-08-26,26.4
nakasero,2020-08-27,28.8
nakasero,2020-08-28,2.4
nakasero,2020-08-29,4.8
nakasero,2020-08-30,7.2
nakasero,2020-08-31,9.6
nakasero,2020-09-01,12.0
nakasero,2020-09-02,14.4
nakasero,2020-09-03,16.8
nakasero,2020-09-04,19.2
nakasero,2020-09-05,21.6
nakasero,2020-09-06,24.0
nakasero,2020-09-07,26.4
nakasero,2020-09-08,28.8
nakasero,2020-09-09,2.4
nakasero,2020-09-10,4.8
nakasero,2020-09-11,7.2
nakasero,2020-09-12,9.6
nakasero,2020-09-13,12.0
nakasero,2020-09-14,14.4
nakasero,2020-09-15,16.8
nakasero,2020-09-16,19.2
nakasero,2020-09-17,21.6
nakasero,2020-09-18,24.0
nakasero,2020-09-19,26.4
nakasero,2020-09-20,28.8
nakasero,2020-09-21,2.4
nakasero,2020-09-22,4.8
nakasero,2020-09-23,7.2
nakasero,2020-09-24,9.6
nakasero,2020-09-25,12.0
nakasero,2020-09-26,14.4
nakasero,2020-09-27,16.8
nakasero,2020-09-28,19.2
nakasero,2020-09-29,21.6
nakasero,2020-09-30,24.0
nakasero,2020-10-01,26.4
nakasero,2020-10-02,28.8
nakasero,2020-10-03,2.4
nakasero,2020-10-04,4.8
nakasero,2020-10-05,7.2
nakasero,2020-10-06,9.6
nakasero,2020-10-07,12.0
nakasero,2020-10-08,14.4
nakasero,2020-10-09,16.8
nakasero,2020-10-10,19.2
nakasero,2020-10-11,21.6
nakasero,2020-10-12,24.0
nakasero,2020-10-13,26.4
nakasero,2020-10-14,28.8
nakasero,2020-10-15,2.4
nakasero,2020-10-16,4.8
nakasero,2020-10-17,7.2
nakasero,2020-10-18,9.6
nakasero,2020-10-19,12.0
nakasero,2020-10-20,14.4
nakasero,2020-10-21,16.8
nakasero,2020-10-22,19.2
nakasero,2020-10-23,21.6
nakasero,2020-10-24,24.0
nakasero,2020-10-25,26.4
nakasero,2020-10-26,28.8
nakasero,2020-10-27,2.4
nakasero,2020-10-28,4.8
nakasero,2020-10-29,7.2
nakasero,2020-10-30,9.6
nakasero,2020-10-31,12.0
nakasero,2020-11-01,14.4
nakasero,2020-11-02,16.8
nakasero,2020-11-03,19.2
nakasero,2020-11-04,21.6
nakasero,2020-11-05,24.0
nakasero,2020-11-06,26.4
nakasero,2020-11-07,28.8
nakasero,2020-11-08,2.4
nakasero,2020-11-09,4.8
nakasero,2020-11-10,7.2
nakasero,2020-11-11,9.6
nakasero,2020-11-12,12.0
nakasero,2020-11-13,14.4
nakasero,2020-11-14,16.8
nakasero,2020-11-15,19.2
nakasero,2020-11-16,21.6
nakasero,2020-11-17,24.0
nakasero,2020-11-18,26.4
nakasero,2020-11-19,28.8
nakasero,2020-11-20,2.4
nakasero,2020-11-21,4.8
nakasero,2020-11-22,7.2
nakasero,2020-11-23,9.6
nakasero,2020-11-24,12.0
nakasero,2020-11-25,14.4
nakasero,2020-11-26,16.8
nakasero,2020-11-27,19.2
nakasero,2020-11-28,21.6
nakasero,2020-11-29,24.0
nakasero,2020-11-30,26.4
nakasero,2020-12-01,28.8
nakasero,2020-12-02,2.4
nakasero,2020-12-03,4.8
nakasero,2020-12-04,7.2
nakasero,2020-12-05,9.6
nakasero,2020-12-06,12.0
nakasero,2020-12-07,14.4
nakasero,2020-12-08,16.8
nakasero,2020-12-09,19.2
nakasero,2020-12-10,21.6
nakasero,2020-12-11,24.0
nakasero,2020-12-12,26.4
nakasero,2020-12-13,28.8
nakasero,2020-12-14,2.4
nakasero,2020-12-15,4.8
nakasero,2020-12-16,7.2
nakasero,2020-12-17,9.6
nakasero,2020-12-18,12.0
nakasero,2020-12-19,14.4
nakasero,2020-12-20,16.8
nakasero,2020-12-21,19.2
nakasero,2020-12-22,21.6
nakasero,2020-12-23,24.0
nakasero,2020-12-24,26.4
nakasero,2020-12-25,28.8
nakasero,2020-12-26,2.4
nakasero,2020-12-27,4.8
nakasero,2020-12-28,7.2
nakasero,2020-12-29,9.6
nakasero,2020-12-30,12.0
nakasero,2020-12-31,14.4
nakasero,2021-01-01,16.8
nakasero,2021-01-02,19.2
nakasero,2021-01-03,21.6
nakasero,2021-01-04,24.0
nakasero,2021-01-05,26.4
nakasero,2021-01-06,28.8
nakasero,2021-01-07,2.4
nakasero,2021-01-08,4.8
nakasero,2021-01-09,7.2
nakasero,2021-01-10,9.6
nakasero,2021-01-11,12.0
nakasero,2021-01-12,14.4
nakasero,2021-01-13,16.8
nakasero,2021-01-14,19.2
nakasero,2021-01-15,21.6
nakasero,2021-01-16,24.0
nakasero,2021-01-17,26.4
nakasero,2021-01-18,28.8
nakasero,2021-01-19,2.4
nakasero,2021-01-20,4.8
nakasero,2021-01-21,7.2
nakasero,2021-01-22,9.6
nakasero,2021-01-23,12.0
nakasero,2021-01-24,14.4
nakasero,2021-01-25,16.8
nakasero,2021-01-26,19.2
nakasero,2021-01-27,21.6
nakasero,2021-01-28,24.0
nakasero,2021-01-29,26.4
nakasero,2021-01-30,28.8
nakasero,2021-01-31,2.4
nakasero,2021-02-01,4.8
nakasero,2021-02-02,7.2
nakasero,2021-02-03,9.6
nakasero,2021-02-04,12.0
nakasero,2021-02-05,14.4
nakasero,2021-02-06,16.8
nakasero,2021-02-07,19.2
nakasero,2021-02-08,21.6
nakasero,2021-02-09,24.0
nakasero,2021-02-10,26.4
nakasero,2021-02-11,28.8
nakasero,2021-02-12,2.4
nakasero,2021-02-13,4.8
nakasero,2021-02-14,7.2
nakasero,2021-02-15,9.6
nakasero,2021-02-16,12.0
nakasero,2021-02-17,14.4
nakasero,2021-02-18,16.8
nakasero,2021-02-19,19.2
nakasero,2021-02-20,21.6
nakasero,2021-02-21,24.0
nakasero,2021-02-22,26.4
nakasero,2021-02-23,28.8
nakasero,2021-02-24,2.4
nakasero,2021-02-25,4.8
nakasero,2021-02-26,7.2
nakasero,2021-02-27,9.6
nakasero,2021-02-28,12.0
nakasero,2021-03-01,14.4
nakasero,2021-03-02,16.8
nakasero,2021-03-03,19.2
nakasero,2021-03-04,21.6
nakasero,2021-03-05,24.0
nakasero,2021-03-06,26.4
nakasero,2021-03-07,28.8
nakasero,2021-03-08,2.4
nakasero,2021-03-09,4.8
nakasero,2021-03-10,7.2
nakasero,2021-03-11,9.6
nakasero,2021-03-12,12.0
nakasero,2021-03-13,14.4
nakasero,2021-03-14,16.8
nakasero,2021-03-15,19.2
nakasero,2021-03-16,21.6
nakasero,2021-03-17,24.0
nakasero,2021-03-18,26.4
nakasero,2021-03-19,28.8
nakasero,2021-03-20,2.4
nakasero,2021-03-21,4.8
nakasero,2021-03-22,7.2
nakasero,2021-03-23,9.6
nakasero,2021-03-24,12.0
nakasero,2021-03-25,14.4
nakasero,2021-03-26,16.8
nakasero,2021-03-27,19.2
nakasero,2021-03-28,21.6
nakasero,2021-03-29,24.0
nakasero,2021-03-30,26.4
nakasero,2021-03-31,28.8
nakasero,2021-04-01,2.4
nakasero,2021-04-02,4.8
nakasero,2021-04-03,7.2
nakasero,2021-04-04,9.6
nakasero,2021-04-05,12.0
nakasero,2021-04-06,14.4
nakasero,2021-04-07,16.8
nakasero,2021-04-08,19.2
nakasero,2021-04-09,21.6
nakasero,2021-04-10,24.0
nakasero,2021-04-11,26.4
nakasero,2021-04-12,28.8
nakasero,2021-04-13,2.4
nakasero,2021-04-14,4.8
nakasero,2021-04-15,7.2
nakasero,2021-04-16,9.6
nakasero,2021-04-17,12.0
nakasero,2021-04-18,14.4
nakasero,2021-04-19,16.8
nakasero,2021-04-20,19.2
nakasero,2021-04-21,21.6
nakasero,2021-04-22,24.0
nakasero,2021-04-23,26.4
nakasero,2021-04-24,28.8
nakasero,2021-04-25,2.4
nakasero,2021-04-26,4.8
nakasero,2021-04-27,7.2
nakasero,2021-04-28,9.6
nakasero,2021-04-29,12.0
nakasero,2021-04-30,14.4
nakasero,2021-05-01,16.8
nakasero,2021-05-02,19.2
nakasero,2021-05-03,21.6
nakasero,2021-05-04,24.0
nakasero,2021-05-05,26.4
nakasero,2021-05-06,28.8
nakasero,2021-05-07,2.4
nakasero,2021-05-08,4.8
nakasero,2021-05-09,7.2
nakasero,2021-05-10,9.6
nakasero,2021-05-11,12.0
nakasero,2021-05-12,14.4
nakasero,2021-05-13,16.8
nakasero,2021-05-14,19.2
nakasero,2021-05-15,21.6
nakasero,2021-05-16,24.0
nakasero,2021-05-17,26.4
nakasero,2021-05-18,28.8
nakasero,2021-05-19,2.4
nakasero,2021-05-20,4.8
nakasero,2021-05-21,7.2
nakasero,2021-05-22,9.6
nakasero,2021-05-23,12.0
nakasero,2021-05-24,14.4
nakasero,2021-05-25,16.8
nakasero,2021-05-26,19.2
nakasero,2021-05-27,21.6
nakasero,2021-05-28,24.0
nakasero,2021-05-29,26.4
nakasero,2021-05-30,28.8
nakasero,2021-05-31,2.4
nakasero,2021-06-01,4.8
nakasero,2021-06-02,7.2
nakasero,2021-06-03,9.6
nakasero,2021-06-04,12.0
nakasero,2021-06-05,14.4
nakasero,2021-06-06,16.8
nakasero,2021-06-07,19.2
nakasero,2021-06-08,21.6
nakasero,2021-06-09,24.0
nakasero,2021-06-10,26.4
nakasero,2021-06-11,28.8
nakasero,2021-06-12,2.4
nakasero,2021-06-13,4.8
nakasero,2021-06-14,7.2
nakasero,2021-06-15,9.6
nakasero,2021-06-16,12.0
nakasero,2021-06-17,14.4
nakasero,2021-06-18,16.8
nakasero,2021-06-19,19.2
nakasero,2021-06-20,21.6
nakasero,2021-06-21,24.0
nakasero,2021-06-22,26.4
nakasero,2021-06-23,28.8
nakasero,2021-06-24,2.4
nakasero,2021-06-25,4.8
nakasero,2021-06-26,7.2
nakasero,2021-06-27,9.6
nakasero,2021-06-28,12.0
nakasero,2021-06-29,14.4
nakasero,2021-06-30,16.8
nakasero,2021-07-01,19.2
nakasero,2021-07-02,21.6
nakasero,2021-07-03,24.0
nakasero,2021-07-04,26.4
nakasero,2021-07-05,28.8
nakasero,2021-07-06,2.4
nakasero,2021-07-07,4.8
nakasero,2021-07-08,7.2
nakasero,2021-07-09,9.6
nakasero,2021-07-10,12.0
nakasero,2021-07-11,14.4
nakasero,2021-07-12,16.8
nakasero,2021-07-13,19.2
nakasero,2021-07-14,21.6
nakasero,2021-07-15,24.0
nakasero,2021-07-16,26.4
nakasero,2021-07-17,28.8
nakasero,2021-07-18,2.4
nakasero,2021-07-19,4.8
nakasero,2021-07-20,7.2
nakasero,2021-07-21,9.6
nakasero,2021-07-22,12.0
nakasero,2021-07-23,14.4
nakasero,2021-07-24,16.8
nakasero,2021-07-25,19.2
nakasero,2021-07-26,21.6
nakasero,2021-07-27,24.0
nakasero,2021-07-28,26.4
nakasero,2021-07-29,28.8
nakasero,2021-07-30,2.4
nakasero,2021-07-31,4.8
nakasero,2021-08-01,7.2
nakasero,2021-08-02,9.6
nakasero,2021-08-03,12.0
nakasero,2021-08-04,14.4
nakasero,2021-08-05,16.8
nakasero,2021-08-06,19.2
nakasero,2021-08-07,21.6
nakasero,2021-08-08,24.0
nakasero,2021-08-09,26.4
nakasero,2021-08-10,28.8
nakasero,2021-08-11,2.4
nakasero,2021-08-12,4.8
nakasero,2021-08-13,7.2
nakasero,2021-08-14,9.6
nakasero,2021-08-15,12.0
nakasero,2021-08-16,14.4
nakasero,2021-08-17,16.8
nakasero,2021-08-18,19.2
nakasero,2021-08-19,21.6
nakasero,2021-08-20,24.0
nakasero,2021-08-21,26.4
nakasero,2021-08-22,28.8
nakasero,2021-08-23,2.4
nakasero,2021-08-24,4.8
nakasero,2021-08-25,7.2
nakasero,2021-08-26,9.6
nakasero,2021-08-27,12.0
nakasero,2021-08-28,14.4
nakasero,2021-08-29,16.8
nakasero,2021-08-30,19.2
nakasero,2021-08-31,21.6
nakasero,2021-09-01,24.0
nakasero,2021-09-02,26.4
nakasero,2021-09-03,28.8
nakasero,2021-09-04,2.4
nakasero,2021-09-05,4.8
nakasero,2021-09-06,7.2
nakasero,2021-09-07,9.6
nakasero,2021-09-08,12.0
nakasero,2021-09-09,14.4
nakasero,2021-09-10,16.8
nakasero,2021-09-11,19.2
nakasero,2021-09-12,21.6
nakasero,2021-09-13,24.0
nakasero,2021-09-14,26.4
nakasero,2021-09-15,28.8
nakasero,2021-09-16,2.4
nakasero,2021-09-17,4.8
nakasero,2021-09-18,7.2
nakasero,2021-09-19,9.6
nakasero,2021-09-20,12.0
nakasero,2021-09-21,14.4
nakasero,2021-09-22,16.8
nakasero,2021-09-23,19.2
nakasero,2021-09-24,21.6
nakasero,2021-09-25,24.0
nakasero,2021-09-26,26.4
nakasero,2021-09-27,28.8
nakasero,2021-09-28,2.4
nakasero,2021-09-29,4.8
nakasero,2021-09-30,7.2
nakasero,2021-10-01,9.6
nakasero,2021-10-02,12.0
nakasero,2021-10-03,14.4
nakasero,2021-10-04,16.8
nakasero,2021-10-05,19.2
nakasero,2021-10-06,21.6
nakasero,2021-10-07,24.0
nakasero,2021-10-08,26.4
nakasero,2021-10-09,28.8
nakasero,2021-10-10,2.4
nakasero,2021-10-11,4.8
nakasero,2021-10-12,7.2
nakasero,2021-10-13,9.6
nakasero,2021-10-14,12.0
nakasero,2021-10-15,14.4
nakasero,2021-10-16,16.8
nakasero,2021-10-17,19.2
nakasero,2021-10-18,21.6
nakasero,2021-10-19,24.0
nakasero,2021-10-20,26.4
nakasero,2021-10-21,28.8
nakasero,2021-10-22,2.4
nakasero,2021-10-23,4.8
nakasero,2021-10-24,7.2
nakasero,2021-10-25,9.6
nakasero,2021-10-26,12.0
nakasero,2021-10-27,14.4
nakasero,2021-10-28,16.8
nakasero,2021-10-29,19.2
nakasero,2021-10-30,21.6
nakasero,2021-10-31,24.0
nakasero,2021-11-01,26.4
nakasero,2021-11-02,28.8
nakasero,2021-11-03,2.4
nakasero,2021-11-04,4.8
nakasero,2021-11-05,7.2
nakasero,2021-11-06,9.6
nakasero,2021-11-07,12.0
nakasero,2021-11-08,14.4
nakasero,2021-11-09,16.8
nakasero,2021-11-10,19.2
nakasero,2021-11-11,21.6
nakasero,2021-11-12,24.0
nakasero,2021-11-13,26.4
nakasero,2021-11-14,28.8
nakasero,2021-11-15,2.4
nakasero,2021-11-16,4.8
nakasero,2021-11-17,7.2
nakasero,2021-11-18,9.6
nakasero,2021-11-19,12.0
nakasero,2021-11-20,14.4
nakasero,2021-11-21,16.8
nakasero,2021-11-22,19.2
nakasero,2021-11-23,21.6
nakasero,2021-11-24,24.0
nakasero,2021-11-25,26.4
nakasero,2021-11-26,28.8
nakasero,2021-11-27,2.4
nakasero,2021-11-28,4.8
nakasero,2021-11-29,7.2
nakasero,2021-11-30,9.6
nakasero,2021-12-01,12.0
nakasero,2021-12-02,14.4
nakasero,2021-12-03,16.8
nakasero,2021-12-04,19.2
nakasero,2021-12-05,21.6
nakasero,2021-12-06,24.0
nakasero,2021-12-07,26.4
nakasero,2021-12-08,28.8
nakasero,2021-12-09,2.4
nakasero,2021-12-10,4.8
nakasero,2021-12-11,7.2
nakasero,2021-12-12,9.6
nakasero,2021-12-13,12.0
nakasero,2021-12-14,14.4
nakasero,2021-12-15,16.8
nakasero,2021-12-16,19.2
nakasero,2021-12-17,21.6
nakasero,2021-12-18,24.0
nakasero,2021-12-19,26.4
nakasero,2021-12-20,28.8
nakasero,2021-12-21,2.4
nakasero,2021-12-22,4.8
nakasero,2021-12-23,7.2
nakasero,2021-12-24,9.6
nakasero,2021-12-25,12.0
nakasero,2021-12-26,14.4
nakasero,2021-12-27,16.8
nakasero,2021-12-28,19.2
nakasero,2021-12-29,21.6
nakasero,2021-12-30,24.0
nakasero,2021-12-31,26.4
nakasero,2022-01-01,28.8
nakasero,2022-01-02,2.4
nakasero,2022-01-03,4.8
nakasero,2022-01-04,7.2
nakasero,2022-01-05,9.6
nakasero,2022-01-06,12.0
nakasero,2022-01-07,14.4
nakasero,2022-01-08,16.8
nakasero,2022-01-09,19.2
nakasero,2022-01-10,21.6
nakasero,2022-01-11,24.0
nakasero,2022-01-12,26.4
nakasero,2022-01-13,28.8
nakasero,2022-01-14,2.4
nakasero,2022-01-15,4.8
nakasero,2022-01-16,7.2
nakasero,2022-01-17,9.6
nakasero,2022-01-18,12.0
nakasero,2022-01-19,14.4
nakasero,2022-01-20,16.8
nakasero,2022-01-21,19.2
nakasero,2022-01-22,21.6
nakasero,2022-01-23,24.0
nakasero,2022-01-24,26.4
nakasero,2022-01-25,28.8
nakasero,2022-01-26,2.4
nakasero,2022-01-27,4.8
nakasero,2022-01-28,7.2
nakasero,2022-01-29,9.6
nakasero,2022-01-30,12.0
nakasero,2022-01-31,14.4
nakasero,2022-02-01,16.8
nakasero,2022-02-02,19.2
nakasero,2022-02-03,21.6
nakasero,2022-02-04,24.0
nakasero,2022-02-05,26.4
nakasero,2022-02-06,28.8
nakasero,2022-02-07,2.4
nakasero,2022-02-08,4.8
nakasero,2022-02-09,7.2
nakasero,2022-02-10,9.6
nakasero,2022-02-11,12.0
nakasero,2022-02-12,14.4
nakasero,2022-02-13,16.8
nakasero,2022-02-14,19.2
nakasero,2022-02-15,21.6
nakasero,2022-02-16,24.0
nakasero,2022-02-17,26.4
nakasero,2022-02-18,28.8
nakasero,2022-02-19,2.4
nakasero,2022-02-20,4.8
nakasero,2022-02-21,7.2
nakasero,2022-02-22,9.6
nakasero,2022-02-23,12.0
nakasero,2022-02-24,14.4
nakasero,2022-02-25,16.8
nakasero,2022-02-26,19.2
nakasero,2022-02-27,21.6
nakasero,2022-02-28,24.0
nakasero,2022-03-01,26.4
nakasero,2022-03-02,28.8
nakasero,2022-03-03,2.4
nakasero,2022-03-04,4.8
nakasero,2022-03-05,7.2
nakasero,2022-03-06,9.6
nakasero,2022-03-07,12.0
nakasero,2022-03-08,14.4
nakasero,2022-03-09,16.8
nakasero,2022-03-10,19.2
nakasero,2022-03-11,21.6
nakasero,2022-03-12,24.0
nakasero,2022-03-13,26.4
nakasero,2022-03-14,28.8
nakasero,2022-03-15,2.4
nakasero,2022-03-16,4.8
nakasero,2022-03-17,7.2
nakasero,2022-03-18,9.6
nakasero,2022-03-19,12.0
nakasero,2022-03-20,14.4
nakasero,2022-03-21,16.8
nakasero,2022-03-22,19.2
nakasero,2022-03-23,21.6
nakasero,2022-03-24,24.0
nakasero,2022-03-25,26.4
nakasero,2022-03-26,28.8
nakasero,2022-03-27,2.4
nakasero,2022-03-28,4.8
nakasero,2022-03-29,7.2
nakasero,2022-03-30,9.6
nakasero,2022-03-31,12.0
nakasero,2022-04-01,14.4
nakasero,2022-04-02,16.8
nakasero,2022-04-03,19.2
nakasero,2022-04-04,21.6
nakasero,2022-04-05,24.0
nakasero,2022-04-06,26.4
nakasero,2022-04-07,28.8
nakasero,2022-04-08,2.4
nakasero,2022-04-09,4.8
nakasero,2022-04-10,7.2
nakasero,2022-04-11,9.6
nakasero,2022-04-12,12.0
nakasero,2022-04-13,14.4
nakasero,2022-04-14,16.8
nakasero,2022-04-15,19.2
nakasero,2022-04-16,21.6
nakasero,2022-04-17,24.0
nakasero,2022-04-18,26.4
nakasero,2022-04-19,28.8
nakasero,2022-04-20,2.4
nakasero,2022-04-21,4.8
nakasero,2022-04-22,7.2
nakasero,2022-04-23,9.6
nakasero,2022-04-24,12.0
nakasero,2022-04-25,14.4
nakasero,2022-04-26,16.8
nakasero,2022-04-27,19.2
nakasero,2022-04-28,21.6
nakasero,2022-04-29,24.0
nakasero,2022-04-30,26.4
nakasero,2022-05-01,28.8
nakasero,2022-05-02,2.4
nakasero,2022-05-03,4.8
nakasero,2022-05-04,7.2
nakasero,2022-05-05,9.6
nakasero,2022-05-06,12.0
nakasero,2022-05-07,14.4
nakasero,2022-05-08,16.8
nakasero,2022-05-09,19.2
nakasero,2022-05-10,21.6
nakasero,2022-05-11,24.0
nakasero,2022-05-12,26.4
nakasero,2022-05-13,28.8
nakasero,2022-05-14,2.4
nakasero,2022-05-15,4.8
nakasero,2022-05-16,7.2
nakasero,2022-05-17,9.6
nakasero,2022-05-18,12.0
nakasero,2022-05-19,14.4
nakasero,2022-05-20,16.8
nakasero,2022-05-21,19.2
nakasero,2022-05-22,21.6
nakasero,2022-05-23,24.0
nakasero,2022-05-24,26.4
nakasero,2022-05-25,28.8
nakasero,2022-05-26,2.4
nakasero,2022-05-27,4.8
nakasero,2022-05-28,7.2
nakasero,2022-05-29,9.6
nakasero,2022-05-30,12.0
nakasero,2022-05-31,14.4
nakasero,2022-06-01,16.8
nakasero,2022-06-02,19.2
nakasero,2022-06-03,21.6
nakasero,2022-06-04,24.0
nakasero,2022-06-05,26.4
nakasero,2022-06-06,28.8
nakasero,2022-06-07,2.4
nakasero,2022-06-08,4.8
nakasero,2022-06-09,7.2
nakasero,2022-06-10,9.6
nakasero,2022-06-11,12.0
nakasero,2022-06-12,14.4
nakasero,2022-06-13,16.8
nakasero,2022-06-14,19.2
nakasero,2022-06-15,21.6
nakasero,2022-06-16,24.0
nakasero,2022-06-17,26.4
nakasero,2022-06-18,28.8
nakasero,2022-06-19,2.4
nakasero,2022-06-20,4.8
nakasero,2022-06-21,7.2
nakasero,2022-06-22,9.6
nakasero,2022-06-23,12.0
nakasero,2022-06-24,14.4
nakasero,2022-06-25,16.8
nakasero,2022-06-26,19.2
nakasero,2022-06-27,21.6
nakasero,2022-06-28,24.0
nakasero,2022-06-29,26.4
